Наименование товара;Цена розничная;Минимальная партия, шт;Количество в упаковке;Изображение;Производитель
Суп «Maggi» куриный с вермишелью 50 г;1.43;11;22;https://img.unistore.by/UserFiles/images/catalog/Goods/0033/00020033/norm/thumbs/00020033.n_1_1000x1000.png.jpg?1684787407;7.6 г
Кисель «Лидкон» брусника, 220 г.;1.45;5;42;https://img.unistore.by/UserFiles/images/catalog/Goods/1217/00561217/norm/thumbs/00561217.n_1_1000x1000.png.jpg?1684859408;г
Суп «Лидкон» концентрированный «Столовый» 200 г;1.49;5;45;https://img.unistore.by/UserFiles/images/catalog/Goods/7638/00047638/norm/thumbs/00047638.n_1_1000x1000.png.jpg?1684859408;"Концерн ""Белгоспищепром"" ОАО ""Лидапищеконцентраты"" РБ, 231300, Гродненская обл.,г.Лида, ул.Тавлая 11"
Кисель «Лидкон» земляника, 220 г.;1.52;5;42;https://img.unistore.by/UserFiles/images/catalog/Goods/1223/00561223/norm/thumbs/00561223.n_1_1000x1000.png.jpg?1684701005;"Концерн ""Белгоспищепром"" ОАО ""Лидапищеконцентраты"" РБ, 231300, Гродненская обл.,г.Лида, ул.Тавлая 11"
Кисель «Лидкон» лесная ягода, 220 г.;1.52;5;42;https://img.unistore.by/UserFiles/images/catalog/Goods/1224/00561224/norm/thumbs/00561224.n_1_1000x1000.png.jpg?1684859408;г
Кисель «Лидкон» вишня, 220 г;1.55;5;42;https://img.unistore.by/UserFiles/images/catalog/Goods/1218/00561218/norm/thumbs/00561218.n_1_1000x1000.png.jpg?1684859408;"Концерн ""Белгоспищепром"" ОАО ""Лидапищеконцентраты"" РБ, 231300, Гродненская обл.,г.Лида, ул.Тавлая 11"
Кисель «Лидкон» черника, 220 г.;1.55;5;42;https://img.unistore.by/UserFiles/images/catalog/Goods/1226/00561226/norm/thumbs/00561226.n_1_1000x1000.png.jpg?1684355406;г
Картофельное пюре «Роллтон» куриное 40 г.;1.6099999999999999;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/2001/00022001/norm/thumbs/00022001.n_1_1000x1000.png.jpg?1684859408;"ООО ""Маревен Фуд Сэнтрал"" 142214, Россия. Московская обл., Серпуховский р-н, д. Ивановское."
Кисель «Лидкон» клюква, 220 г.;1.6099999999999999;5;42;https://img.unistore.by/UserFiles/images/catalog/Goods/1225/00561225/norm/thumbs/00561225.n_1_1000x1000.png.jpg?1684859408;"Концерн ""Белгоспищепром"" ОАО ""Лидапищеконцентраты"" РБ, 231300, Гродненская обл.,г.Лида, ул.Тавлая 11"
Картофельное пюре «Роллтон» с сухариками, 40 г;1.6600000000000001;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/7788/00047788/norm/thumbs/00047788.n_1_1000x1000.png.jpg?1684701005;"ООО ""Маревен Фуд Сэнтрал"" 142214, Россия. Московская обл., Серпуховский р-н, д. Ивановское."
Суп харчо «Пряный Дом» со вкусом мяса, 110 г;1.6800000000000002;5;10;https://img.unistore.by/UserFiles/images/catalog/Goods/6746/01186746/norm/thumbs/01186746.n_1_1000x1000.png.jpg?1684859408;5 г
Пюре картофельное «Роллтон» с мясным вкусом, 40 г.;1.69;4;24;https://img.unistore.by/UserFiles/images/catalog/Goods/2003/00022003/norm/thumbs/00022003.n_1_1000x1000.png.jpg?1684355406;"ООО ""Маревен Фуд Сэнтрал"", 142214, Московская обл., Серпуховский р-н, д. Ивановское, тер. Маревен Фуд Сэнтрал, Россия."
Суп «Лидкон» славянский,гороховый, 200 г;1.72;5;45;https://img.unistore.by/UserFiles/images/catalog/Goods/8050/00068050/norm/thumbs/00068050.n_1_1000x1000.png.jpg?1684355406;"Концерн ""Белгоспищепром"" ОАО ""Лидапищеконцентраты"" РБ, 231300, Гродненская обл.,г.Лида, ул.Тавлая 11"
Лапша «Доширак» со вкусом свинины, 90 г.;1.79;4;24;https://img.unistore.by/UserFiles/images/catalog/Goods/1617/00451617/norm/thumbs/00451617.n_1_1000x1000.png.jpg?1684859408;9 г
Суп «Рассольник» 180 г;1.97;5;45;https://img.unistore.by/UserFiles/images/catalog/Goods/3610/00733610/norm/thumbs/00733610.n_1_1000x1000.png.jpg?1684859408;"ОАО ""Лидапищеконцентраты"", 231300, Гродненская обл., г. Лида ул. Тавлая, 11, Беларусь."
Суп «Харчо домашний» 180 г;1.99;6;24;-;-
Арахис«МR.CRUNCHER»(хр.кор,хол/хрен)60г;0.95;4;22;https://img.unistore.by/UserFiles/images/catalog/Goods/4316/01374316/norm/thumbs/01374316.n_1_1000x1000.png.jpg?1684614605;CRUNCHER
Арахис «МR.CRUNCHER» (хр.кор,сыр) 60г;0.97;4;22;https://img.unistore.by/UserFiles/images/catalog/Goods/4345/01374345/norm/thumbs/01374345.n_1_1000x1000.png.jpg?1684787407;CRUNCHER
Арахис«МR.CRUNCHER»(хр.кор,смет/лук)60г;0.97;3;22;https://img.unistore.by/UserFiles/images/catalog/Goods/4344/01374344/norm/thumbs/01374344.n_1_1000x1000.png.jpg?1684528206;CRUNCHER
Арахис «МR.CRUNCHER» (хр.кор,бекон) 60г;1.02;3;22;https://img.unistore.by/UserFiles/images/catalog/Goods/4314/01374314/norm/thumbs/01374314.n_1_1000x1000.png.jpg?1684096209;CRUNCHER
Арахис «МR.CRUNCHER» (хр.кор,васаби) 60г;1.02;3;22;https://img.unistore.by/UserFiles/images/catalog/Goods/4313/01374313/norm/thumbs/01374313.n_1_1000x1000.png.jpg?1684269006;CRUNCHER
Арахис жареный «Никитин» солёный, 100 г;1.13;3;32;https://img.unistore.by/UserFiles/images/catalog/Goods/8176/00068176/norm/thumbs/00068176.n_1_1000x1000.png.jpg?1684787407;"ООО ""Никитин"", 223141, Минская обл., г.Логойск, ул. Победы, д. 102, комн. 1, Беларусь."
Арахис жареный «Хмельнов» соленый, 230 г;2.02;3;30;https://img.unistore.by/UserFiles/images/catalog/Goods/7496/00697496/norm/thumbs/00697496.n_1_1000x1000.png.jpg?1684859408;"ООО ""Маркет Мастер"" 222201, Минская обл., г. Смолевичи, ул. Промышленная, 3, к. 21, Беларусь."
Десерт «Fresh Box» из изюма, арахиса и орехов, 150 г;2.06;3;35;https://img.unistore.by/UserFiles/images/catalog/Goods/3470/00703470/norm/thumbs/00703470.n_1_1000x1000.png.jpg?1684355407;16 г
Арахис жареный «Никитин» очищенный,солёный, 200 г;2.24;3;24;https://img.unistore.by/UserFiles/images/catalog/Goods/4228/00354228/norm/thumbs/00354228.n_1_1000x1000.png.jpg?1684787407;"ООО ""Никитин"", РБ, 223141, Минская обл., г.Логойск, ул. Победы, д. 102."
Арахис обжаренный «Белый пеликан» в скорлупе, 130 г;2.29;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/6865/01256865/norm/thumbs/01256865.n_1_1000x1000.png.jpg?1684859408;27.2 г
Смесь «Белый пеликан» молодёжная, 100 г;2.7199999999999998;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/1620/00071620/norm/thumbs/00071620.n_1_1000x1000.png.jpg?1684528206;460 ккал / 1924 кДж
Миндаль «Белый пеликан» жареный, 50 г.;3.1;2;20;https://img.unistore.by/UserFiles/images/catalog/Goods/0561/00110561/norm/thumbs/00110561.n_1_1000x1000.png.jpg?1684859408;20 г
Смесь «Белый Пеликан» гавайи микс, 100 г.;3.34;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/5339/00015339/norm/thumbs/00015339.n_1_1000x1000.png.jpg?1684859408;1.48 г
Фундук «Белый пеликан» ядра обжаренные, 50 г;3.35;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/0554/00110554/norm/thumbs/00110554.n_1_1000x1000.png.jpg?1684859408;16.8 г
Смесь «Белый пеликан» студенческая, 100 г;3.95;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/4282/00024282/norm/thumbs/00024282.n_1_1000x1000.png.jpg?1684859408;11.1 г
Арахис жареный «Жико» соленый, 500 г;4.99;3;10;https://img.unistore.by/UserFiles/images/catalog/Goods/7056/00877056/norm/thumbs/00877056.n_1_1000x1000.png.jpg?1684701005;29 г
Фисташки «Белый пеликан» орехи и сухофрукты, 70 г.;5.6899999999999995;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/2090/00072090/norm/thumbs/00072090.n_1_1000x1000.png.jpg?1684859408;19.5 г
Арахис в скорлупе «Белый Пеликан» обжаренный, 250 г.;5.74;3;15;https://img.unistore.by/UserFiles/images/catalog/Goods/4202/00444202/norm/thumbs/00444202.n_1_1000x1000.png.jpg?1684528206;27.2 г
Фисташки обжаренные соленые «Ну просто улет» 70 г.;6.16;2;40;https://img.unistore.by/UserFiles/images/catalog/Goods/4578/00704578/norm/thumbs/00704578.n_1_1000x1000.png.jpg?1684859408;24 г
Фисташки «Хмельнов» солёные, 130 г;7.19;2;30;https://img.unistore.by/UserFiles/images/catalog/Goods/1704/00701704/norm/thumbs/00701704.n_1_1000x1000.png.jpg?1684859408;21 г
Фисташки «Хмельнов» солёные, 200 г;7.99;2;25;https://img.unistore.by/UserFiles/images/catalog/Goods/4964/00714964/norm/thumbs/00714964.n_1_1000x1000.png.jpg?1684859408;21 г
Арахис жареный солёный 1 кг.;10.0;0;25;https://img.unistore.by/UserFiles/images/catalog/Goods/7238/00157238/norm/thumbs/00157238.n_1_1000x1000.png.jpg?1684787407;29 г
Арахис «МR CRUNCHER»(хр.кор.,микс)1кг;11.11;2;10;https://img.unistore.by/UserFiles/images/catalog/Goods/5945/01425945/norm/thumbs/01425945.n_1_1000x1000.png.jpg?1684701005;CRUNCHER
Фисташка жареная соленая в скорлупе, 1 кг.;46.36;1.5;10;https://img.unistore.by/UserFiles/images/catalog/Goods/9105/00329105/norm/thumbs/00329105.n_1_1000x1000.png.jpg?1684355406;20.8 г
Семечки жареные «Никитин» элитные люкс, 80 г.;1.09;6;40;https://img.unistore.by/UserFiles/images/catalog/Goods/2173/00022173/norm/thumbs/00022173.n_1_1000x1000.png.jpg?1684787407;"ООО ""Никитин"", 223141, Минская обл., г.Логойск, ул. Победы, д. 102, комн. 1, Республика Беларусь."
Семечки «Никитин» с солью, 150 г;1.3599999999999999;6;36;https://img.unistore.by/UserFiles/images/catalog/Goods/1294/00621294/norm/thumbs/00621294.n_1_1000x1000.png.jpg?1684701005;"ООО ""Никитин"", 223141, Минская обл., г.Логойск, ул. Победы, д. 102, комн. 1, Беларусь."
Семечки «От Мартина» с морской солью, 100 г;1.79;6;50;https://img.unistore.by/UserFiles/images/catalog/Goods/1371/00551371/norm/thumbs/00551371.n_1_1000x1000.png.jpg?1684859408;"УП ""Мартин Бел"", РБ, 220109, г. Минск, ул. Ак.А.К. Красина, д.201, корпус 1, ком. 152"
Семечки «Никитин» 200 г;1.9;3;30;https://img.unistore.by/UserFiles/images/catalog/Goods/2174/00022174/norm/thumbs/00022174.n_1_1000x1000.png.jpg?1684859408;"ООО ""Никитин"", 223141, Минская обл., г.Логойск, ул. Победы, д. 102, комн. 1, Беларусь."
Семечки «Молодежные» 200 г;1.99;6;25;https://img.unistore.by/UserFiles/images/catalog/Goods/7843/00347843/norm/thumbs/00347843.n_1_1000x1000.png.jpg?1684859408;"ООО ""Мартин"", 142455, Московская область, Ногинский район, г. Электроугли, ул. Центральная, дом № 109, РФ."
Семечки «Никитин» с солью, 200 г;1.99;3;30;https://img.unistore.by/UserFiles/images/catalog/Goods/5718/00245718/norm/thumbs/00245718.n_1_1000x1000.png.jpg?1684787407;"ООО ""Никитин"", 223141, Минская обл., г.Логойск, ул. Победы, д. 102, комн. 1, Беларусь."
Семечки «От Мартина» Отборные, 100 г;2.15;6;50;https://img.unistore.by/UserFiles/images/catalog/Goods/2871/00202871/norm/thumbs/00202871.n_1_1000x1000.png.jpg?1684863008;21 г
Семечки «Рень» белые с солью, 100 г;2.35;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/7401/01067401/norm/thumbs/01067401.n_1_1000x1000.png.jpg?1684441806;16 г
Семечки «Никитин» Эконом, 300 г;2.5;6;20;https://img.unistore.by/UserFiles/images/catalog/Goods/0103/00600103/norm/thumbs/00600103.n_1_1000x1000.png.jpg?1684787407;"ООО ""Никитин"", 223141, Минская обл., г.Логойск, ул. Победы, д. 102, комн. 1, Беларусь."
Семечки «Никитин» Premium, 200 г;2.51;6;30;https://img.unistore.by/UserFiles/images/catalog/Goods/5715/00245715/norm/thumbs/00245715.n_1_1000x1000.png.jpg?1684787407;"ООО ""Никитин"", 223141, Минская обл., г.Логойск, ул. Победы, д. 102, комн. 1, Беларусь."
Семечки «Рень» с солью, 200 г.;3.19;6;17;https://img.unistore.by/UserFiles/images/catalog/Goods/2686/00692686/norm/thumbs/00692686.n_1_1000x1000.png.jpg?1684863008;21 г
Семечки «От Мартина» с морской солью, 200 г;3.79;6;32;https://img.unistore.by/UserFiles/images/catalog/Goods/3414/00553414/norm/thumbs/00553414.n_1_1000x1000.png.jpg?1684863008;20.7 г
Семечки «Молодежные» 400 г;3.89;6;15;https://img.unistore.by/UserFiles/images/catalog/Goods/0738/00440738/norm/thumbs/00440738.n_1_1000x1000.png.jpg?1684863008;"ООО ""Мартин"", 142455, Московская область, Ногинский район, г. Электроугли, ул. Центральная, дом № 109, РФ."
Семечки «От Мартина» Отборные, 200 г;3.92;6;32;https://img.unistore.by/UserFiles/images/catalog/Goods/2872/00202872/norm/thumbs/00202872.n_1_1000x1000.png.jpg?1684863008;21 г
Семечки «Никитин» 400 г;4.0;6;18;https://img.unistore.by/UserFiles/images/catalog/Goods/5500/00135500/norm/thumbs/00135500.n_1_1000x1000.png.jpg?1684787407;"ООО ""Никитин"", 223141, Минская обл., г.Логойск, ул. Победы, д. 102, комн. 1, Беларусь."
Семечки «Рень» белые с солью, 200 г;4.14;3;12;https://img.unistore.by/UserFiles/images/catalog/Goods/4233/01174233/norm/thumbs/01174233.n_1_1000x1000.png.jpg?1684863008;16 г
Кукурузные палочки «Cheetos» кетчуп, 50 г;1.0;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/4965/01294965/norm/thumbs/01294965.n_1_1000x1000.png.jpg?1684863008;63 г
Кукурузные палочки «Cheetos» сыр, 50 г;1.0;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/4967/01294967/norm/thumbs/01294967.n_1_1000x1000.png.jpg?1684863008;7 г
Чипсы «Премьер» сметана и лук, 70 г;1.25;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/5874/00175874/norm/thumbs/00175874.n_1_1000x1000.png.jpg?1684863008;"ООО ""Белпродукт"", РБ, 246009, г. Гомель, ул. Добрушская, 12, корп.5"
Чипсы «Премьер» сметана и сыр, 70 г;1.26;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/5801/00175801/norm/thumbs/00175801.n_1_1000x1000.png.jpg?1684701005;"ООО ""Белпродукт"", РБ, 246009, г. Гомель, ул. Добрушская, 12, корп.5"
Чипсы картофельные «Премьер» со вкусом краба, 70 г.;1.31;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/1134/00701134/norm/thumbs/00701134.n_1_1000x1000.png.jpg?1684701005;"ООО ""Белпродукт"", РБ, 246009, г. Гомель, ул. Добрушская, 12, корп.5, Республика Беларусь."
Кукурузные палочки «Cheetos» кетчуп, 85 г;1.55;4;16;https://img.unistore.by/UserFiles/images/catalog/Goods/6554/00356554/norm/thumbs/00356554.n_1_1000x1000.png.jpg?1684787407;6.5 г
Картофельная соломка «Бульба» сметана и лук, 75 г.;1.75;6;20;https://img.unistore.by/UserFiles/images/catalog/Goods/8087/00698087/norm/thumbs/00698087.n_1_1000x1000.png.jpg?1684863008;Зе Лоренз Бахлсен Снек - Ворлд Сп.з.о.о., ул. Ролна 6, Сады к. Познания, 62-080 Тарново Подгoрне, Польша.
Соломка «Бульба Sticks» кетчуп, 75 г;1.75;6;20;https://img.unistore.by/UserFiles/images/catalog/Goods/8086/00698086/norm/thumbs/00698086.n_1_1000x1000.png.jpg?1684863008;Зе Лоренз Бахлсен Снек - Ворлд Сп.з.о.о., ул. Ролна 6, Сады к. Познания, 62-080 Тарново Подгoрне, Польша.
Соломка«БУЛЬБА STICKS»(соус из крев.)75г;1.75;6;20;https://img.unistore.by/UserFiles/images/catalog/Goods/1097/00861097/norm/thumbs/00861097.n_1_1000x1000.png.jpg?1684863008;Зе Лоренз Бахлсен Снек - Ворлд Сп.з.о.о., ул. Ролна 6, Сады к. Познания, 62-080 Тарново Подгoрне, Польша
Чипсы картофельные «Премьер» сметана и сыр, 110 г.;1.99;6;16;https://img.unistore.by/UserFiles/images/catalog/Goods/1196/00641196/norm/thumbs/00641196.n_1_1000x1000.png.jpg?1684863008;ООО «Белпродукт», РБ, 246009, г.Гомель, ул. Добрушская, 12, корп. 5.
Чипсы картофельные «Премьер» со вкусом сметаны и лука, 110 г.;1.99;6;16;https://img.unistore.by/UserFiles/images/catalog/Goods/1538/00511538/norm/thumbs/00511538.n_1_1000x1000.png.jpg?1684863008;"ООО ""Белпродукт"", РБ, 246009, г. Гомель, ул. Добрушская, 12, корп.5, Республика Беларусь."
Чипсы картофельные «Премьер» со вкусом бекона, 110 г.;2.03;6;16;https://img.unistore.by/UserFiles/images/catalog/Goods/1539/00511539/norm/thumbs/00511539.n_1_1000x1000.png.jpg?1684863008;"ООО ""Белпродукт"", РБ, 246009, г. Гомель, л. Добрушская, 12, к.5"
Чипсы картофельные «Премьер» со вкусом краба, 110 г.;2.03;6;16;https://img.unistore.by/UserFiles/images/catalog/Goods/1138/00701138/norm/thumbs/00701138.n_1_1000x1000.png.jpg?1684863008;"ООО ""Белпродукт"", РБ, г. Гомель, ул. Добрушская, 12, корп. 5."
Луковые колечки «Премьер» со вкусом острого перца,150г.;2.59;6;16;https://img.unistore.by/UserFiles/images/catalog/Goods/2386/00762386/norm/thumbs/00762386.n_1_1000x1000.png.jpg?1684863008;5.5 г
Луковые колечки «Премьер» со вкусом сметаны, 150 г.;2.59;6;16;https://img.unistore.by/UserFiles/images/catalog/Goods/8618/00748618/norm/thumbs/00748618.n_1_1000x1000.png.jpg?1684863008;5.5 г
Снеки картофельные «Caramba» тайский соус, 160 г.;2.75;6;16;https://img.unistore.by/UserFiles/images/catalog/Goods/4770/00834770/norm/thumbs/00834770.n_1_1000x1000.png.jpg?1684355407;0.5 г
Гренки«КРУТЕЦ»(баварские колбаски)80г;0.69;6;30;https://img.unistore.by/UserFiles/images/catalog/Goods/5496/01495496/norm/thumbs/01495496.n_1_1000x1000.png.jpg?1684355407;Импорт
Гренки«КРУТЕЦ»(телятина с аджикой) 80г;0.81;6;30;https://img.unistore.by/UserFiles/images/catalog/Goods/5495/01495495/norm/thumbs/01495495.n_1_1000x1000.png.jpg?1684863008;Импорт
Гренки «Крутец» со вкусом чеснока, 80 г;0.84;6;30;https://img.unistore.by/UserFiles/images/catalog/Goods/4489/01404489/norm/thumbs/01404489.n_1_1000x1000.png.jpg?1684863008;ООО «Глобал Снек», 142432, Московская обл., г. Черноголовка, пр-д 3-й, стр. 10/5, Россия.
Сухарь «Крутец» со вкусом красная икра, 80 г;0.85;3;30;https://img.unistore.by/UserFiles/images/catalog/Goods/1000/01351000/norm/thumbs/01351000.n_1_1000x1000.png.jpg?1684355407;ООО «Глобал Снек», 142432, Московская обл., г. Черноголовка, пр-д 3-й, стр. 10/5, Россия.
Сухарь «Крутец» со вкусом сметана с зеленью, 80 г;0.85;3;30;https://img.unistore.by/UserFiles/images/catalog/Goods/0545/01350545/norm/thumbs/01350545.n_1_1000x1000.png.jpg?1684355407;ООО «Глобал Снек», 142432, Московская обл., г. Черноголовка, пр-д 3-й, стр. 10/5, Россия.
Сухарики «Хрусteam Багет» со вкусом томата и зелени 60 г.;0.89;2;24;https://img.unistore.by/UserFiles/images/catalog/Goods/8361/00358361/norm/thumbs/00358361.n_1_1000x1000.png.jpg?1684863008;10 г
Гренки «Крутец» со вкусом томата спайси, 80 г;0.89;6;30;https://img.unistore.by/UserFiles/images/catalog/Goods/6055/01476055/norm/thumbs/01476055.n_1_1000x1000.png.jpg?1684863008;ООО «Глобал Снек», 142432, Московская обл., г. Черноголовка, пр-д 3-й, стр. 10/5, Россия.
Гренки «Хрустов» сало с хреном, 80 г;0.89;6;40;https://img.unistore.by/UserFiles/images/catalog/Goods/9197/00979197/norm/thumbs/00979197.n_1_1000x1000.png.jpg?1684863008;12 г
Сухарь «Крутец» со вкусом холодец с хреном, 80 г;0.89;5;30;https://img.unistore.by/UserFiles/images/catalog/Goods/4488/01404488/norm/thumbs/01404488.n_1_1000x1000.png.jpg?1684355407;ООО «Глобал Снек», 142432, Московская обл., г. Черноголовка, пр-д 3-й, стр. 10/5, Россия.
Сухарики «Хрусteam Багет» со вкусом королевского краба 60 г;0.95;3;24;https://img.unistore.by/UserFiles/images/catalog/Goods/0852/00430852/norm/thumbs/00430852.n_1_1000x1000.png.jpg?1684182606;10 г
Сухарики «Хрусteam» багет, сырное ассорти, 60 г;1.0;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/7174/00407174/norm/thumbs/00407174.n_1_1000x1000.png.jpg?1684863008;10 г
Сухарики «Хрусteam» со вкусом красная икра, 60 г;0.95;4;24;https://img.unistore.by/UserFiles/images/catalog/Goods/6303/01256303/norm/thumbs/01256303.n_1_1000x1000.png.jpg?1684863008;10 г
Сухарики ржаные «Кириешки» со вкусом холодца и хрена, 100 г.;0.98;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/2318/00352318/norm/thumbs/00352318.n_1_1000x1000.png.jpg?1684863008;11 г
Сухарики рж. «КРУТЕЦ»(копч. кальм.)100г;1.05;4;16;https://img.unistore.by/UserFiles/images/catalog/Goods/6096/01546096/norm/thumbs/01546096.n_1_1000x1000.png.jpg?1684614605;Импорт
Сухарики рж.«КРУТЕЦ»(холодц/хрен)100г;1.05;4;16;https://img.unistore.by/UserFiles/images/catalog/Goods/6097/01546097/norm/thumbs/01546097.n_1_1000x1000.png.jpg?1684528206;Импорт
Рыбная соломка «Флотская» стейк, 15 г;1.1400000000000001;3;70;https://img.unistore.by/UserFiles/images/catalog/Goods/3843/00503843/norm/thumbs/00503843.n_1_1000x1000.png.jpg?1684863008;ИП Чумаков А.В., Россия, 170027, г. Тверь, ул. Складская, д. 7
Гренки двойной «Крутец» со вкусом горчицы и баварских колбасок, 100 г;1.16;3;18;https://img.unistore.by/UserFiles/images/catalog/Goods/3647/01463647/norm/thumbs/01463647.n_1_1000x1000.png.jpg?1684787408;ООО «Глобал Снек», 142432, Московская обл., г. Черноголовка, пр-д 3-й, стр. 10/5, Россия.
Смесь гренок двойной «Крутец» со вкусом краба и сметаны, 100 г;1.16;6;18;https://img.unistore.by/UserFiles/images/catalog/Goods/3644/01463644/norm/thumbs/01463644.n_1_1000x1000.png.jpg?1684787408;ООО «Глобал Снек», 142432, Московская обл., г. Черноголовка, пр-д 3-й, стр. 10/5, Россия.
Смесь гренок двойной «Крутец» со вкусом шашлыка и томата спайси, 100 г;1.16;6;18;https://img.unistore.by/UserFiles/images/catalog/Goods/3643/01463643/norm/thumbs/01463643.n_1_1000x1000.png.jpg?1684355407;ООО «Глобал Снек», 142432, Московская обл., г. Черноголовка, пр-д 3-й, стр. 10/5, Россия.
Сухарики «Хрусteam» телятина на гриле, 130 г;1.4;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/1329/00541329/norm/thumbs/00541329.n_1_1000x1000.png.jpg?1684096208;9 г
Сухарики «Хрусteam XXL» со вкусом сметаны 130 г.;1.52;6;24;https://img.unistore.by/UserFiles/images/catalog/Goods/1325/00541325/norm/thumbs/00541325.n_1_1000x1000.png.jpg?1684528206;9 г
Минтай сушено-вяленый, соломка, 40 г;1.85;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/6115/01306115/norm/thumbs/01306115.n_1_1000x1000.png.jpg?1684863008;ООО «Синтез-Ресурс» 188352, Ленинградская обл., Гатчинский р-н, п. Пудость, ул. Новая, д. 49, Россия.
Рыбная соломка «Микс» с перцем, 40 г;1.85;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/6125/01306125/norm/thumbs/01306125.n_1_1000x1000.png.jpg?1684787407;43 г
Анчоус «Рыба моей мечты» сушеный, тушка, 40 г;1.88;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/0017/00900017/norm/thumbs/00900017.n_1_1000x1000.png.jpg?1684863008;"ООО ""Синтез-Ресурс"", 188352, Ленинградская обл., Гатчинский р-н, п. Пудость, ул. Новая, д. 49, РФ."
Анчоус «Флотская» солёно-сушёный 40 г.;2.44;3;40;https://img.unistore.by/UserFiles/images/catalog/Goods/4561/00034561/norm/thumbs/00034561.n_1_1000x1000.png.jpg?1684863007;ИП Чумаков А.В., Россия, 170027, г. Тверь, ул. Складская, д. 7
Корюшка «Флотская» премиум солёно-сушёная 40 г.;2.68;3;35;https://img.unistore.by/UserFiles/images/catalog/Goods/1054/00151054/norm/thumbs/00151054.n_1_1000x1000.png.jpg?1684614605;46.4 г
Золотой плавник «Флотская» солено-сушёный 40 г.;2.8;3;20;https://img.unistore.by/UserFiles/images/catalog/Goods/7254/00097254/norm/thumbs/00097254.n_1_1000x1000.png.jpg?1684863008;46.6 г
Ставридка «Флотская» солено-сушеная, 40 г;2.8;3;20;-;-
Минтай «Астраханкина рыбка» сушеный с паприкой, 40 г.;3.71;3;40;https://img.unistore.by/UserFiles/images/catalog/Goods/5616/00705616/norm/thumbs/00705616.n_1_1000x1000.png.jpg?1684863008;50.1 г
Жёлтый полосатик «Флотская» солёно-сушёный, 50 г.;4.0;3;35;https://img.unistore.by/UserFiles/images/catalog/Goods/4557/00034557/norm/thumbs/00034557.n_1_1000x1000.png.jpg?1684863007;ИП Чумаков А.В., Россия, 170027, г. Тверь, ул. Складская, д. 7
Кальмар сушенный «Астраханкина» с паприкой,40 г.;4.26;3;40;https://img.unistore.by/UserFiles/images/catalog/Goods/5611/00705611/norm/thumbs/00705611.n_1_1000x1000.png.jpg?1684863008;35.1 г
Чипсы «Lay's» сметана и зелень, 50 г;1.15;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/8256/00968256/norm/thumbs/00968256.n_1_1000x1000.png.jpg?1684096209;6 г
Чипсы пшеничные «5D» со вкусом бекона, 85 г.;1.15;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/3384/00783384/norm/thumbs/00783384.n_1_1000x1000.png.jpg?1684863008;421 ккал/1760кДж
Чипсы «LAY'S» молодой зеленый лук, 50г.;1.19;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/8255/00968255/norm/thumbs/00968255.n_1_1000x1000.png.jpg?1684096209;6 г
Чипсы пшеничные «5D» со вкусом сметаны и лука, 85 г.;1.19;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/3390/00783390/norm/thumbs/00783390.n_1_1000x1000.png.jpg?1684863008;422 ккал/1760кДж
Чипсы пшеничные «5D» со вкусом 4 сыра, 85 г.;1.22;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/3387/00783387/norm/thumbs/00783387.n_1_1000x1000.png.jpg?1684863008;420 ккал/1760кДж
Чипсы пшеничные «5D» стейк на углях, 85 г.;1.3;6;28;https://img.unistore.by/UserFiles/images/catalog/Goods/3846/01003846/norm/thumbs/01003846.n_1_1000x1000.png.jpg?1684863008;423 ккал/1760кДж
Чипсы «Бульба Chips» со вкусом деревенских копчёностей 75 г.;1.45;6;25;https://img.unistore.by/UserFiles/images/catalog/Goods/1170/00571170/norm/thumbs/00571170.n_1_1000x1000.png.jpg?1684863008;"ООО ""Белпродукт"", РБ, 246009, г. Гомель, ул. Добрушская, 12, корп.5"
